Order_ID,Order_Date,Customer_ID,Segment,Region,Ship_Mode,order_revenue
CA-2018-102197,2018-12-20,DK-13150,Corporate,East,Standard Class,56553
CA-2018-102204,2018-05-01,CJ-12010,Consumer,South,Standard Class,1216982
CA-2018-102218,2018-09-02,LW-17215,Consumer,West,Second Class,11696
CA-2018-102267,2018-11-30,SC-20800,Consumer,Central,Standard Class,2368
CA-2018-102309,2018-09-23,DO-13645,Consumer,South,Second Class,21291
CA-2018-102337,2018-06-13,SD-20485,Home Office,Central,First Class,683022
CA-2018-102379,2018-12-02,BB-11545,Corporate,West,Standard Class,1200847
CA-2018-102407,2018-12-09,AT-10435,Home Office,West,Second Class,897633
CA-2018-102414,2018-05-15,JA-15970,Consumer,West,Second Class,49896
CA-2018-102519,2018-11-27,BM-11650,Corporate,Central,First Class,19067
CA-2018-102554,2018-06-11,KN-16705,Home Office,South,Standard Class,376
CA-2018-102610,2018-11-04,CA-12265,Consumer,South,Standard Class,248396
CA-2018-102659,2018-12-09,LW-17215,Consumer,Central,Standard Class,549
CA-2018-102729,2018-10-26,BF-11215,Home Office,Central,Standard Class,55616
CA-2018-102736,2018-09-05,LP-17095,Consumer,South,Standard Class,112316
CA-2018-102750,2018-09-04,GM-14695,Corporate,West,Second Class,1322352
CA-2018-102771,2018-03-31,DO-13435,Consumer,East,Standard Class,8495
CA-2018-102820,2018-05-07,CS-11950,Consumer,West,Standard Class,419944
CA-2018-102834,2018-03-09,LW-16990,Corporate,West,Standard Class,19998
CA-2018-102925,2018-11-05,CD-12280,Consumer,East,Second Class,329305
CA-2018-102946,2018-06-30,VP-21730,Home Office,West,Standard Class,75792
CA-2018-102967,2018-09-22,MG-17890,Home Office,East,Standard Class,674
CA-2018-102974,2018-09-19,DP-13105,Corporate,West,Standard Class,19001
CA-2018-103009,2018-11-03,PJ-18835,Corporate,South,Second Class,264
CA-2018-103065,2018-10-20,PT-19090,Consumer,South,Same Day,59824
CA-2018-103156,2018-11-23,TD-20995,Consumer,East,First Class,24048
CA-2018-103212,2018-10-13,MH-18025,Consumer,South,First Class,154151
CA-2018-103352,2018-11-27,RP-19390,Consumer,East,Second Class,108123
CA-2018-103380,2018-11-21,BF-11005,Home Office,West,Standard Class,667952
CA-2018-103415,2018-12-03,MV-17485,Consumer,Central,Standard Class,13592
CA-2018-103443,2018-12-17,AT-10735,Consumer,East,Standard Class,53924
CA-2018-103478,2018-07-21,KL-16555,Corporate,Central,Second Class,97056
CA-2018-103499,2018-11-20,ES-14020,Consumer,South,Standard Class,209568
CA-2018-103506,2018-07-23,LR-17035,Corporate,East,Standard Class,414
CA-2018-103520,2018-09-23,MH-17785,Corporate,Central,First Class,9248
CA-2018-103611,2018-09-12,JM-15535,Consumer,West,First Class,836
CA-2018-103765,2018-11-24,JG-15310,Corporate,Central,Standard Class,13762
CA-2018-103877,2018-09-07,RD-19660,Home Office,Central,Standard Class,157794
CA-2018-103968,2018-12-01,ML-17755,Home Office,West,Standard Class,62964
CA-2018-104003,2018-10-07,DC-13285,Consumer,West,Standard Class,307666
CA-2018-104010,2018-04-23,TD-20995,Consumer,East,First Class,549
CA-2018-104024,2018-08-29,MD-17860,Corporate,East,Second Class,9408
CA-2018-104066,2018-12-05,QJ-19255,Corporate,East,Standard Class,20503
CA-2018-104080,2018-03-08,AH-10210,Consumer,West,Standard Class,2048
CA-2018-104108,2018-12-02,RP-19855,Corporate,Central,Standard Class,1216
CA-2018-104136,2018-11-01,SF-20065,Consumer,East,Second Class,5996
CA-2018-104220,2018-01-30,BV-11245,Corporate,Central,Standard Class,9902
CA-2018-104318,2018-05-13,FH-14275,Corporate,South,Standard Class,20768
CA-2018-104381,2018-12-16,RD-19810,Home Office,East,Standard Class,33376
CA-2018-104388,2018-07-05,DK-12835,Corporate,Central,First Class,7996
CA-2018-104577,2018-05-12,CK-12205,Consumer,East,Standard Class,876
CA-2018-104619,2018-01-24,KD-16495,Corporate,West,Standard Class,389722
CA-2018-104640,2018-11-10,FH-14275,Corporate,East,Standard Class,974264
CA-2018-104647,2018-02-23,CK-12595,Consumer,West,Standard Class,3744
CA-2018-104731,2018-07-21,AM-10705,Consumer,South,Standard Class,94406
CA-2018-104745,2018-05-29,GT-14755,Consumer,Central,Standard Class,56016
CA-2018-104801,2018-02-13,FH-14350,Consumer,West,Standard Class,91412
CA-2018-104822,2018-10-20,RB-19465,Home Office,East,Same Day,2455
CA-2018-104850,2018-06-13,TW-21025,Home Office,West,Standard Class,291136
CA-2018-104864,2018-11-18,JS-15685,Corporate,South,Second Class,479632
CA-2018-104885,2018-03-02,DB-13555,Corporate,East,Standard Class,62748
CA-2018-104906,2018-02-13,JP-15460,Corporate,East,Standard Class,1794
CA-2018-104913,2018-11-18,DK-13090,Consumer,East,Standard Class,7495
CA-2018-104927,2018-12-22,AG-10330,Consumer,Central,Standard Class,10813
CA-2018-105053,2018-07-07,CS-12355,Consumer,East,Second Class,17472
CA-2018-105074,2018-06-24,MB-17305,Consumer,East,Standard Class,21744
CA-2018-105130,2018-11-21,PJ-18835,Corporate,West,Standard Class,41912
CA-2018-105144,2018-11-04,SZ-20035,Home Office,Central,Standard Class,2368
CA-2018-105193,2018-03-25,JL-15835,Consumer,East,Standard Class,1105
CA-2018-105214,2018-06-16,TS-21610,Consumer,West,First Class,123150
CA-2018-105235,2018-12-05,SM-20950,Corporate,East,Standard Class,10511
CA-2018-105326,2018-08-20,KT-16480,Consumer,West,Standard Class,2592
CA-2018-105333,2018-11-30,VP-21730,Home Office,East,Standard Class,89911
CA-2018-105410,2018-03-19,ND-18370,Consumer,West,First Class,707278
CA-2018-105445,2018-02-20,BP-11095,Corporate,West,Second Class,9432
CA-2018-105480,2018-12-20,DK-13225,Corporate,East,Standard Class,7632
CA-2018-105487,2018-10-08,CS-12250,Corporate,West,Standard Class,131292
CA-2018-105543,2018-11-24,BG-11695,Corporate,Central,Same Day,3329
CA-2018-105620,2018-12-25,JH-15430,Consumer,South,First Class,141
CA-2018-105669,2018-09-17,SJ-20125,Home Office,Central,Second Class,183389
CA-2018-105809,2018-02-20,HW-14935,Corporate,West,First Class,218191
CA-2018-105823,2018-06-22,RB-19465,Home Office,Central,Standard Class,48796
CA-2018-105851,2018-03-13,SE-20110,Consumer,West,Standard Class,1332496
CA-2018-105886,2018-12-18,DB-13660,Consumer,East,Standard Class,1896
CA-2018-105914,2018-10-02,PV-18985,Home Office,West,Standard Class,168726
CA-2018-105921,2018-08-14,JM-15250,Consumer,West,Standard Class,418296
CA-2018-105991,2018-05-05,LH-17020,Consumer,West,First Class,101667
CA-2018-106033,2018-10-15,FG-14260,Home Office,West,Second Class,8792
CA-2018-106047,2018-07-12,CS-11860,Consumer,East,Standard Class,3816
CA-2018-106068,2018-10-23,RB-19330,Consumer,Central,Standard Class,270822
CA-2018-106103,2018-06-10,SC-20305,Consumer,Central,Standard Class,13252
CA-2018-106180,2018-09-18,SH-19975,Corporate,West,Standard Class,3405
CA-2018-106355,2018-04-02,AT-10435,Home Office,East,First Class,1112
CA-2018-106432,2018-10-19,CA-12265,Consumer,Central,Standard Class,3286064
CA-2018-106537,2018-08-12,RH-19495,Consumer,South,Standard Class,20736
CA-2018-106691,2018-11-06,CC-12370,Consumer,Central,Standard Class,1248
CA-2018-106747,2018-07-03,TS-21505,Consumer,East,First Class,1023
CA-2018-106782,2018-12-21,LP-17095,Consumer,Central,Standard Class,37534
CA-2018-106824,2018-07-07,AT-10735,Consumer,West,Standard Class,594
CA-2018-106831,2018-06-01,FH-14350,Consumer,East,First Class,189918
CA-2018-106852,2018-06-20,ST-20530,Consumer,East,Standard Class,36352
CA-2018-106859,2018-03-13,BF-11215,Home Office,West,Second Class,196499
CA-2018-106943,2018-11-14,FO-14305,Consumer,East,Standard Class,864
CA-2018-106964,2018-12-17,HR-14770,Home Office,West,First Class,11808
CA-2018-107125,2018-11-27,BD-11320,Consumer,West,Standard Class,119372
CA-2018-107132,2018-06-26,SC-20260,Corporate,East,Standard Class,180892
CA-2018-107167,2018-06-10,ND-18460,Corporate,South,Standard Class,134752
CA-2018-107174,2018-11-06,AB-10060,Home Office,West,Standard Class,664150
CA-2018-107244,2018-09-07,AG-10390,Consumer,West,Standard Class,1976
CA-2018-107265,2018-04-06,ML-17755,Home Office,Central,Standard Class,10632
CA-2018-107293,2018-09-05,CS-12400,Home Office,West,First Class,278
CA-2018-107314,2018-11-30,MZ-17335,Home Office,West,First Class,2583
CA-2018-107321,2018-08-31,AW-10930,Home Office,West,Standard Class,696080
CA-2018-107342,2018-12-17,VF-21715,Home Office,Central,Standard Class,2816
CA-2018-107461,2018-12-21,PK-19075,Consumer,South,Second Class,2388
CA-2018-107503,2018-01-01,GA-14725,Consumer,East,Standard Class,48896
CA-2018-107517,2018-02-05,FC-14335,Corporate,West,Standard Class,20119
CA-2018-107552,2018-05-05,AI-10855,Consumer,East,Same Day,668
CA-2018-107629,2018-12-14,DB-13060,Consumer,Central,Same Day,457176
CA-2018-107713,2018-03-13,JB-16000,Consumer,East,Standard Class,1743
CA-2018-107720,2018-11-06,VM-21685,Home Office,East,Standard Class,4626
CA-2018-107727,2018-10-19,MA-17560,Home Office,Central,Second Class,29472
CA-2018-107748,2018-12-10,AG-10330,Consumer,West,Second Class,10880
CA-2018-107797,2018-05-08,EB-13705,Corporate,Central,Second Class,41472
CA-2018-107825,2018-11-18,NB-18655,Corporate,Central,Same Day,14348
CA-2018-107832,2018-11-23,FH-14275,Corporate,East,Second Class,7476
CA-2018-107853,2018-05-26,CD-11920,Consumer,West,Standard Class,1296
CA-2018-107874,2018-11-21,SW-20275,Consumer,East,Standard Class,2742
CA-2018-107909,2018-09-01,SS-20875,Consumer,West,Standard Class,4291
CA-2018-107958,2018-07-02,AH-10120,Home Office,Central,First Class,21628
CA-2018-107986,2018-12-13,MW-18220,Consumer,West,Same Day,3144
CA-2018-108000,2018-01-12,LS-16945,Corporate,West,Standard Class,978
CA-2018-108035,2018-11-29,TT-21070,Consumer,South,Standard Class,400520
CA-2018-108070,2018-04-16,JE-15745,Consumer,West,Standard Class,123425
CA-2018-108091,2018-11-16,EK-13795,Home Office,West,Standard Class,2336
CA-2018-108112,2018-11-15,DK-12895,Consumer,South,Standard Class,559200
CA-2018-108287,2018-12-18,AG-10330,Consumer,South,First Class,12672
CA-2018-108294,2018-12-10,LS-16975,Home Office,Central,Same Day,345
CA-2018-108322,2018-04-30,SS-20140,Corporate,South,Standard Class,4744
CA-2018-108329,2018-12-09,LE-16810,Consumer,West,Standard Class,444768
CA-2018-108441,2018-06-12,SB-20170,Consumer,East,Standard Class,107270
CA-2018-108539,2018-03-21,SC-20725,Consumer,West,Second Class,92024
CA-2018-108553,2018-04-23,SK-19990,Consumer,East,Standard Class,24465
CA-2018-108560,2018-07-08,JC-15385,Consumer,West,Standard Class,121712
CA-2018-108574,2018-10-07,MG-18145,Consumer,West,Standard Class,248327
CA-2018-108749,2018-09-12,DJ-13510,Corporate,East,First Class,9114
CA-2018-108756,2018-12-25,PO-18865,Consumer,East,Standard Class,318
CA-2018-108791,2018-07-27,TM-21490,Consumer,East,Standard Class,55881
CA-2018-108854,2018-12-08,DM-13345,Corporate,West,Standard Class,44540
CA-2018-108910,2018-09-24,KC-16540,Consumer,East,Standard Class,103056
CA-2018-108931,2018-09-14,HZ-14950,Consumer,East,Standard Class,2012
CA-2018-109085,2018-02-17,CK-12325,Home Office,East,First Class,228993
CA-2018-109099,2018-10-06,MM-18280,Corporate,East,Standard Class,4099
CA-2018-109183,2018-12-04,LR-16915,Consumer,South,Standard Class,649
CA-2018-109211,2018-04-04,PS-19045,Home Office,East,Standard Class,1698
CA-2018-109393,2018-06-30,JC-15775,Consumer,West,Second Class,435999
CA-2018-109589,2018-12-21,BD-11635,Consumer,South,First Class,71
CA-2018-109701,2018-12-02,AM-10360,Corporate,West,Same Day,88521
CA-2018-109715,2018-12-09,AH-10585,Consumer,Central,Standard Class,15984
CA-2018-109750,2018-07-22,FH-14365,Corporate,East,Standard Class,2997
CA-2018-109757,2018-09-04,MD-17350,Consumer,East,Second Class,16332
CA-2018-109778,2018-07-16,VM-21685,Home Office,Central,Standard Class,2912
CA-2018-109946,2018-04-16,PL-18925,Home Office,Central,Standard Class,1652
CA-2018-109960,2018-12-09,DB-13210,Consumer,Central,Second Class,15701
CA-2018-110198,2018-05-01,AG-10900,Consumer,South,First Class,318960
CA-2018-110212,2018-05-01,SJ-20125,Home Office,South,Standard Class,489
CA-2018-110310,2018-10-27,NB-18655,Corporate,South,Standard Class,68967
CA-2018-110373,2018-10-27,MA-17560,Home Office,Central,Second Class,34240
CA-2018-110380,2018-09-02,PF-19225,Consumer,West,Standard Class,657
CA-2018-110429,2018-11-03,DM-13015,Consumer,East,Standard Class,11673
CA-2018-110443,2018-11-21,CK-12205,Consumer,West,Standard Class,1046684
CA-2018-110478,2018-03-04,SP-20860,Corporate,West,Standard Class,2457
CA-2018-110625,2018-12-23,JB-16045,Home Office,East,Standard Class,2746
CA-2018-110821,2018-08-07,CK-12205,Consumer,Central,First Class,131264
CA-2018-110842,2018-11-11,GA-14725,Consumer,West,Standard Class,4249
CA-2018-110884,2018-03-07,SH-20395,Consumer,East,Standard Class,11751
CA-2018-110905,2018-09-10,RW-19690,Consumer,Central,Second Class,67041
CA-2018-110926,2018-11-19,DD-13570,Consumer,South,Standard Class,2506
CA-2018-110940,2018-07-23,AZ-10750,Consumer,Central,Standard Class,121536
CA-2018-111178,2018-06-15,TD-20995,Consumer,Central,Standard Class,1956
CA-2018-111220,2018-09-02,JS-15595,Corporate,Central,Standard Class,29196
CA-2018-111262,2018-10-28,KH-16510,Consumer,Central,Second Class,41752
CA-2018-111269,2018-06-16,CS-12355,Consumer,East,Second Class,482344
CA-2018-111332,2018-05-20,NC-18340,Consumer,Central,Second Class,87218
CA-2018-111374,2018-02-24,CB-12415,Consumer,East,Standard Class,4956
CA-2018-111388,2018-09-02,SU-20665,Home Office,West,Same Day,215976
CA-2018-111556,2018-11-20,CD-11920,Consumer,East,First Class,321538
CA-2018-111577,2018-10-16,AJ-10780,Corporate,West,Standard Class,307776
CA-2018-111591,2018-03-21,PS-18970,Home Office,West,Standard Class,70024
CA-2018-111647,2018-07-03,RD-19585,Consumer,Central,Standard Class,167968
CA-2018-111689,2018-11-30,HP-14815,Home Office,East,Second Class,80901
CA-2018-111717,2018-10-10,SW-20245,Consumer,Central,Standard Class,239358
CA-2018-111738,2018-01-03,CM-12385,Consumer,West,Standard Class,2023184
CA-2018-111759,2018-07-08,MR-17545,Home Office,West,Standard Class,5276
CA-2018-111808,2018-12-16,AR-10510,Consumer,Central,Standard Class,108
CA-2018-111815,2018-03-03,EP-13915,Consumer,Central,Standard Class,28096
CA-2018-112004,2018-09-25,AH-10075,Corporate,East,First Class,199491
CA-2018-112039,2018-03-25,JC-15775,Consumer,Central,Standard Class,470376
CA-2018-112172,2018-06-10,MM-18280,Corporate,East,Second Class,1413
CA-2018-112333,2018-04-08,KF-16285,Home Office,East,Standard Class,263351
CA-2018-112431,2018-10-12,RW-19690,Consumer,West,Second Class,44172
CA-2018-112473,2018-05-25,JL-15505,Consumer,Central,Standard Class,50136
CA-2018-112487,2018-12-26,TC-21535,Home Office,East,Standard Class,3132
CA-2018-112515,2018-09-17,AS-10225,Corporate,West,Second Class,220244
CA-2018-112529,2018-11-19,SC-20770,Corporate,Central,First Class,749892
CA-2018-112536,2018-05-18,SG-20890,Corporate,Central,Standard Class,17798
CA-2018-112725,2018-01-30,EH-14125,Home Office,West,Standard Class,122940
CA-2018-112753,2018-06-18,CC-12670,Consumer,West,Standard Class,9183123
CA-2018-112774,2018-09-11,RC-19960,Consumer,South,First Class,34504
CA-2018-112809,2018-08-18,RA-19915,Consumer,Central,Standard Class,208946
CA-2018-112844,2018-11-13,SP-20620,Corporate,East,Second Class,15931
CA-2018-112865,2018-05-18,BH-11710,Consumer,East,Standard Class,36048
CA-2018-112900,2018-04-09,KL-16645,Consumer,Central,Second Class,47824
CA-2018-112956,2018-08-21,TH-21550,Home Office,East,Standard Class,14482
CA-2018-112984,2018-09-16,EH-14185,Consumer,East,Second Class,20544
CA-2018-113075,2018-09-02,MC-18100,Consumer,Central,Standard Class,4068
CA-2018-113208,2018-03-26,ML-18040,Corporate,Central,Standard Class,6084
CA-2018-113355,2018-12-01,SJ-20215,Consumer,Central,Standard Class,319256
CA-2018-113418,2018-10-01,CM-12655,Home Office,East,First Class,170489
CA-2018-113453,2018-10-21,CM-12160,Consumer,East,Standard Class,401364
CA-2018-113460,2018-11-07,KN-16390,Corporate,East,Second Class,27297
CA-2018-113474,2018-03-30,TM-21490,Consumer,Central,First Class,32586
CA-2018-113481,2018-01-02,AS-10045,Corporate,South,First Class,37377
CA-2018-113530,2018-05-19,BC-11125,Home Office,West,Second Class,685950
CA-2018-113558,2018-10-21,PH-18790,Home Office,South,Standard Class,729648
CA-2018-113572,2018-11-07,FP-14320,Consumer,East,Standard Class,788
CA-2018-113670,2018-10-15,RS-19765,Corporate,West,First Class,71519
CA-2018-113705,2018-03-27,LC-16870,Consumer,South,Second Class,42642
CA-2018-113873,2018-11-13,KE-16420,Corporate,Central,Standard Class,2121784
CA-2018-113908,2018-06-03,KN-16390,Corporate,East,Standard Class,397170
CA-2018-114055,2018-12-25,MH-18115,Home Office,South,Second Class,25309
CA-2018-114216,2018-09-02,RK-19300,Consumer,East,Standard Class,12192
CA-2018-114258,2018-11-05,EM-13825,Corporate,Central,Second Class,492768
CA-2018-114370,2018-03-14,BN-11470,Corporate,Central,Second Class,49616
CA-2018-114412,2018-04-15,AA-10480,Consumer,South,Standard Class,15552
CA-2018-114440,2018-09-14,TB-21520,Consumer,Central,Second Class,1905
CA-2018-114524,2018-03-31,EG-13900,Consumer,Central,Second Class,13468
CA-2018-114552,2018-09-02,Dl-13600,Corporate,East,Standard Class,15072
CA-2018-114636,2018-08-25,GA-14725,Consumer,South,Standard Class,19216
CA-2018-114804,2018-10-17,BF-11020,Corporate,West,Second Class,52792
CA-2018-115070,2018-04-10,MG-18205,Corporate,South,Second Class,5651
CA-2018-115105,2018-02-06,BD-11770,Consumer,East,Standard Class,240784
CA-2018-115119,2018-10-26,SC-20440,Corporate,East,Standard Class,142980
CA-2018-115154,2018-01-08,RS-19420,Corporate,West,First Class,89298
CA-2018-115175,2018-08-07,MC-17575,Consumer,West,Standard Class,24455
CA-2018-115322,2018-05-11,ZC-21910,Consumer,East,Second Class,4392
CA-2018-115364,2018-06-26,OT-18730,Consumer,West,Standard Class,8376
CA-2018-115427,2018-12-30,EB-13975,Corporate,West,Standard Class,15976
CA-2018-115448,2018-11-11,MH-18025,Consumer,South,First Class,8892
CA-2018-115546,2018-05-14,AH-10465,Consumer,East,Standard Class,56255
CA-2018-115602,2018-12-18,DJ-13630,Consumer,East,Standard Class,1316308
CA-2018-115651,2018-07-09,NS-18640,Corporate,Central,First Class,59348
CA-2018-115777,2018-08-19,DO-13645,Consumer,East,Standard Class,1944
CA-2018-115805,2018-07-31,KW-16435,Consumer,Central,Same Day,36792
CA-2018-115882,2018-09-14,DB-13555,Corporate,South,First Class,1017136
CA-2018-115931,2018-12-22,JM-15655,Corporate,West,Standard Class,12698
CA-2018-115994,2018-01-28,BT-11305,Home Office,West,Second Class,27771
CA-2018-116113,2018-10-02,JW-15220,Corporate,South,Second Class,1016
CA-2018-116127,2018-06-25,SB-20185,Consumer,East,Second Class,400784
CA-2018-116204,2018-02-11,VW-21775,Corporate,West,Second Class,21336
CA-2018-116225,2018-11-05,SV-20935,Consumer,East,Standard Class,39075
CA-2018-116288,2018-03-12,BS-11380,Corporate,West,Standard Class,24294
CA-2018-116358,2018-11-02,KM-16225,Corporate,Central,Standard Class,4602
CA-2018-116498,2018-05-30,KA-16525,Consumer,West,Standard Class,351
CA-2018-116519,2018-10-13,CR-12730,Consumer,East,First Class,9049
CA-2018-116645,2018-11-30,ME-17725,Consumer,East,Standard Class,15594
CA-2018-116680,2018-09-04,PK-19075,Consumer,West,Second Class,1491616
CA-2018-116715,2018-12-02,VW-21775,Corporate,West,First Class,67810
CA-2018-116855,2018-12-17,AI-10855,Consumer,South,Standard Class,5049
CA-2018-116939,2018-09-25,AG-10900,Consumer,South,Standard Class,17755
CA-2018-116946,2018-12-19,TS-21505,Consumer,West,Standard Class,181610
CA-2018-116953,2018-04-24,SV-20935,Consumer,West,First Class,552
CA-2018-116988,2018-06-27,PW-19030,Corporate,West,Second Class,131952
CA-2018-117009,2018-09-22,BK-11260,Consumer,West,Standard Class,2196
CA-2018-117023,2018-08-07,JW-15955,Consumer,East,Standard Class,2216
CA-2018-117044,2018-09-11,HA-14920,Consumer,Central,Second Class,31072
CA-2018-117079,2018-10-23,JR-15700,Consumer,South,Standard Class,86388
CA-2018-117114,2018-10-31,CY-12745,Corporate,Central,Standard Class,518680
CA-2018-117128,2018-12-05,BF-11080,Consumer,East,Second Class,1323
CA-2018-117156,2018-03-21,TB-21055,Consumer,East,Second Class,8856
CA-2018-117198,2018-08-31,BG-11035,Consumer,South,Standard Class,6599
CA-2018-117212,2018-02-26,BT-11530,Home Office,West,Second Class,1814656
CA-2018-117240,2018-07-23,CP-12340,Corporate,East,Standard Class,13128
CA-2018-117261,2018-09-04,TH-21235,Corporate,West,Standard Class,5432
CA-2018-117324,2018-12-08,JP-15520,Consumer,Central,Standard Class,181636
CA-2018-117394,2018-09-04,MM-17920,Consumer,East,Standard Class,1904
CA-2018-117401,2018-05-18,PP-18955,Home Office,Central,Second Class,86500
CA-2018-117422,2018-10-21,FC-14245,Home Office,East,Standard Class,171848
CA-2018-117436,2018-06-08,LW-17125,Consumer,East,Standard Class,1036
CA-2018-117443,2018-12-23,JB-15400,Corporate,Central,Second Class,177256
CA-2018-117457,2018-12-08,KH-16510,Consumer,West,Standard Class,3684508
CA-2018-117485,2018-09-23,BD-11320,Consumer,Central,Standard Class,29196
CA-2018-117513,2018-03-03,BT-11395,Corporate,West,Standard Class,399672
CA-2018-117632,2018-05-12,CS-12175,Corporate,West,Standard Class,72355
CA-2018-117653,2018-10-19,MO-17500,Consumer,Central,Standard Class,91275
CA-2018-117667,2018-12-04,MS-17980,Corporate,East,Standard Class,350516
CA-2018-117695,2018-08-05,PW-19030,Corporate,South,First Class,1376
CA-2018-117702,2018-11-28,LS-16975,Home Office,East,Standard Class,10865
CA-2018-117807,2018-10-01,DK-13090,Consumer,Central,Standard Class,10485
CA-2018-117821,2018-06-12,HG-15025,Consumer,East,Standard Class,6392
CA-2018-117863,2018-05-18,TS-21340,Consumer,East,Standard Class,4504
CA-2018-117870,2018-01-27,JH-15820,Consumer,East,Second Class,193974
CA-2018-117926,2018-12-08,AS-10225,Corporate,West,Second Class,6948
CA-2018-117933,2018-12-24,RF-19840,Consumer,East,Standard Class,3591
CA-2018-117947,2018-08-18,NG-18355,Corporate,East,Second Class,125059
CA-2018-118003,2018-12-04,DO-13645,Consumer,East,Standard Class,49815
CA-2018-118017,2018-12-03,LC-16870,Consumer,West,Second Class,239436
CA-2018-118122,2018-11-17,GG-14650,Corporate,West,Standard Class,13904
CA-2018-118136,2018-09-16,BB-10990,Corporate,West,First Class,1480
CA-2018-118199,2018-05-09,LB-16795,Home Office,West,First Class,80599
CA-2018-118213,2018-11-05,AB-10060,Home Office,Central,First Class,17913
CA-2018-118346,2018-07-23,PO-19180,Home Office,Central,First Class,39995
CA-2018-118360,2018-04-01,JC-15775,Consumer,East,Standard Class,4293
CA-2018-118367,2018-10-28,LO-17170,Corporate,East,Second Class,4798
CA-2018-118402,2018-09-29,JO-15280,Consumer,South,Standard Class,24392
CA-2018-118437,2018-06-17,PF-19165,Consumer,West,Second Class,16928
CA-2018-118521,2018-02-16,LF-17185,Consumer,East,Standard Class,3794
CA-2018-118542,2018-12-01,CC-12550,Consumer,West,Standard Class,14664
CA-2018-118577,2018-10-06,XP-21865,Consumer,East,Standard Class,2085
CA-2018-118640,2018-07-20,CS-11950,Consumer,Central,Standard Class,78504
CA-2018-118668,2018-01-02,FW-14395,Corporate,West,Second Class,1659
CA-2018-118724,2018-07-21,AR-10825,Corporate,West,Second Class,1626544
CA-2018-118731,2018-11-20,LP-17080,Consumer,West,Second Class,84482
CA-2018-118773,2018-02-09,TP-21415,Consumer,Central,Standard Class,397744
CA-2018-118857,2018-04-15,AH-10075,Corporate,West,First Class,19645
CA-2018-118864,2018-06-15,KH-16690,Corporate,West,Second Class,11996
CA-2018-118885,2018-12-29,JG-15160,Consumer,West,Standard Class,695944
CA-2018-118892,2018-08-17,TP-21415,Consumer,East,Second Class,4416174
CA-2018-119004,2018-11-23,JM-15250,Consumer,South,Standard Class,105408
CA-2018-119011,2018-08-20,LR-17035,Corporate,West,Standard Class,35166
CA-2018-119193,2018-12-22,SK-19990,Consumer,East,First Class,631599
CA-2018-119284,2018-06-15,TS-21205,Corporate,South,Standard Class,2751696
CA-2018-119305,2018-11-30,SW-20275,Consumer,South,Standard Class,1738
CA-2018-119389,2018-04-17,BG-11740,Consumer,East,First Class,60312
CA-2018-119424,2018-06-12,SB-20185,Consumer,West,Second Class,73920
CA-2018-119452,2018-03-21,CL-12565,Consumer,Central,Standard Class,180588
CA-2018-119494,2018-11-09,JE-15610,Corporate,West,Standard Class,523392
CA-2018-119564,2018-12-15,PL-18925,Home Office,West,Standard Class,2277
CA-2018-119578,2018-12-22,JG-15310,Corporate,East,Second Class,91614
CA-2018-119655,2018-04-20,CV-12295,Consumer,Central,Standard Class,18342
CA-2018-119669,2018-01-24,TP-21130,Consumer,South,Standard Class,567
CA-2018-119746,2018-11-23,CM-12385,Consumer,Central,Standard Class,230000
CA-2018-119809,2018-08-18,YS-21880,Corporate,West,Standard Class,2900124
CA-2018-120019,2018-02-16,NG-18355,Corporate,East,Standard Class,59450
CA-2018-120061,2018-11-02,SR-20425,Home Office,East,Second Class,155372
CA-2018-120168,2018-05-25,TB-21625,Consumer,East,Same Day,68725
CA-2018-120222,2018-04-25,LL-16840,Consumer,West,Standard Class,75249
CA-2018-120327,2018-11-11,WB-21850,Consumer,Central,Standard Class,4592
CA-2018-120376,2018-12-22,TP-21130,Consumer,Central,First Class,191281
CA-2018-120404,2018-11-20,KH-16330,Corporate,East,Second Class,62393
CA-2018-120614,2018-05-30,SM-20950,Corporate,West,Standard Class,3752
CA-2018-120705,2018-09-05,MG-17875,Home Office,South,Standard Class,147184
CA-2018-120719,2018-03-23,SJ-20125,Home Office,West,First Class,3476
CA-2018-120761,2018-09-04,AB-10150,Consumer,East,Standard Class,9196
CA-2018-120894,2018-04-28,JL-15130,Consumer,South,Standard Class,2808
CA-2018-120936,2018-12-17,CA-12310,Corporate,West,Standard Class,49530
CA-2018-120999,2018-09-10,LC-16930,Corporate,Central,Standard Class,147168
CA-2018-121027,2018-08-18,HW-14935,Corporate,West,Standard Class,158055
CA-2018-121048,2018-07-14,TC-21295,Consumer,West,Standard Class,526162
CA-2018-121083,2018-07-09,JF-15190,Consumer,East,Standard Class,60014
CA-2018-121125,2018-05-30,MG-17890,Home Office,West,Standard Class,173920
CA-2018-121160,2018-11-04,FM-14290,Home Office,Central,Same Day,65840
CA-2018-121195,2018-12-24,NS-18505,Consumer,Central,First Class,26432
CA-2018-121216,2018-12-23,MM-17920,Consumer,Central,Second Class,57984
CA-2018-121293,2018-07-25,JC-15775,Consumer,East,Second Class,243164
CA-2018-121300,2018-09-29,MG-17680,Home Office,East,Same Day,383332
CA-2018-121314,2018-09-23,BE-11410,Consumer,South,First Class,25164
CA-2018-121398,2018-12-25,FH-14365,Corporate,West,Standard Class,180614
CA-2018-121412,2018-09-23,BG-11695,Corporate,West,Standard Class,29328
CA-2018-121419,2018-04-02,TC-21475,Home Office,South,First Class,4478
